Середнє,Усічене середнє (5%),Медіана,Дисперсія,Стандартне відхилення,Середнє абсолютне відхилення,Медіанне абсолютне відхилення
587.5249899436847,384.3943070505419,12.0,1493641.2102196056,1222.1461492880487,807.5744033382666,12.0
